Player Name,Weekly Wage,Yearly Salary,Age,Position,Nationality,Team
Boulaye Dia,24000.0,1248000.0,24.0,"AM R, ST",Senegal,Villarreal
Alberto Moreno,23000.0,1196000.0,28.0,D/WB L,Spain,Villarreal
Serge Aurier,22000.0,1144000.0,28.0,D/WB R,Ivory Coast,Villarreal
Samuel Chukwueze,22000.0,1144000.0,22.0,AM RL,Nigeria,Villarreal
Mario Gaspar,21000.0,1092000.0,30.0,D/WB R,Spain,Villarreal
Pervis Estupiñán,19000.0,988000.0,23.0,D/WB/M L,Ecuador,Villarreal
Rubén Peña,16000.0,832000.0,29.0,D/WB/AM R,Spain,Villarreal
Yeremy Pino,14000.0,728000.0,18.0,"AM RLC, F C",Spain,Villarreal
Dani Raba,7400.0,384800.0,25.0,AM/F C,Spain,Villarreal
Florin Andone,45000.0,2340000.0,28.0,ST,Romania,Cádiz
Alfonso Espino,16000.0,832000.0,29.0,D/WB L,Uruguay,Cádiz
Álvaro Negredo,16000.0,832000.0,35.0,ST,Spain,Cádiz
Jeremías Ledesma,14000.0,728000.0,28.0,GK,Argentina,Cádiz
Jens Jønsson,14000.0,728000.0,28.0,"D C, DM",Denmark,Cádiz
Anthony Lozano,13000.0,676000.0,28.0,ST,Honduras,Cádiz
Cala,12000.0,624000.0,31.0,D C,Spain,Cádiz
Álex Fernández,12000.0,624000.0,28.0,AM RLC,Spain,Cádiz
Tomás Alarcón,10000.0,520000.0,22.0,DM,Chile,Cádiz
Rubén Sobrino,8700.0,452400.0,29.0,AM/F C,Spain,Cádiz
José Mari,7100.0,369200.0,33.0,DM,Spain,Cádiz
Salvi Sánchez,6600.0,343200.0,30.0,AM R,Spain,Cádiz
Alberto Perea,5500.0,286000.0,30.0,AM LC,Spain,Cádiz
Fali,5300.0,275600.0,27.0,"D C, DM",Spain,Cádiz
Iza,5100.0,265200.0,28.0,D/WB/AM R,Spain,Cádiz
Jon Ander Garrido,5100.0,265200.0,31.0,"D C, DM",Spain,Cádiz
Iván Alejo,5100.0,265200.0,26.0,AM RL,Spain,Cádiz
Álvaro Jiménez,5000.0,260000.0,26.0,AM R,Spain,Cádiz
Marcos Mauro,4900.0,254800.0,30.0,D C,Argentina,Cádiz
Varazdat Haroyan,4500.0,234000.0,28.0,D C,Armenia,Cádiz
Carlos Akapo,4400.0,228800.0,28.0,D R,Eq. Guinea,Cádiz
David Gil,3400.0,176800.0,27.0,GK,Spain,Cádiz
Martín Calderón,2900.0,150800.0,22.0,DM,Spain,Cádiz
Milutin Osmajić,2900.0,150800.0,21.0,AM RLC,Montenegro,Cádiz
Santiago Arzamendia,2600.0,135200.0,23.0,D/WB L,Paraguay,Cádiz
Víctor Chust,2500.0,130000.0,21.0,D C,Spain,Cádiz
Darío Benedetto,53000.0,2756000.0,31.0,ST,Argentina,Elche
Kiko Casilla,40000.0,2080000.0,34.0,GK,Spain,Elche
Guido Carrillo,31000.0,1612000.0,30.0,ST,Argentina,Elche
Omar Mascarell,24000.0,1248000.0,28.0,DM,Spain,Elche
Lucas Pérez,19000.0,988000.0,32.0,"AM RLC, F C",Spain,Elche
Edgar Badía,17000.0,884000.0,29.0,GK,Spain,Elche
Fidel Chaves,15000.0,780000.0,31.0,AM LC,Spain,Elche
Javier Pastore,15000.0,780000.0,32.0,AM LC,Argentina,Elche
Johan Mojica,14000.0,728000.0,28.0,D/WB/M L,Colombia,Elche
Gonzalo Verdú,13000.0,676000.0,32.0,"D C, DM",Spain,Elche
Pedro Bigas,13000.0,676000.0,31.0,"D LC, DM",Spain,Elche
Josan Ferrández,10000.0,520000.0,31.0,"WB R, AM RL",Spain,Elche
Iván Marcone,9100.0,473200.0,31.0,DM,Argentina,Elche
Lucas Boyé,8000.0,416000.0,25.0,"AM RLC, F C",Argentina,Elche
Pablo Piatti,7800.0,405600.0,32.0,AM RLC,Argentina,Elche
Antonio Barragán,7500.0,390000.0,34.0,D/WB R,Spain,Elche
Enzo Roco,7300.0,379600.0,28.0,D C,Chile,Elche
Gerard Gumbau,7200.0,374400.0,26.0,DM,Spain,Elche
Pere Milla,6800.0,353600.0,28.0,"AM RLC, F C",Spain,Elche
Tete Morente,6600.0,343200.0,25.0,AM RL,Spain,Elche
Helibelton Palacios,6200.0,322400.0,28.0,D/WB R,Colombia,Elche
Josema Sánchez,6100.0,317200.0,25.0,D LC,Spain,Elche
Axel Werner,5500.0,286000.0,25.0,GK,Argentina,Elche
Diego González,4400.0,228800.0,26.0,D C,Spain,Elche
Raúl Guti,2700.0,140400.0,24.0,"DM, M RC",Spain,Elche
Jaime Seoane,24000.0,1248000.0,24.0,DM,Spain,Huesca
Adolfo Gaich,21000.0,1092000.0,22.0,ST,Argentina,Huesca
Andrés Fernández,14000.0,728000.0,34.0,GK,Spain,Huesca
Julio Buffarini,10000.0,520000.0,32.0,D/WB/M R,Argentina,Huesca
Isidro Pitta,9100.0,473200.0,21.0,ST,Paraguay,Huesca
Marc Mateu,8900.0,462800.0,31.0,"D/WB L, AM LC",Spain,Huesca
Cristian Salvador,6400.0,332800.0,26.0,DM,Spain,Huesca
David Ferreiro,6400.0,332800.0,33.0,AM RLC,Spain,Huesca
Ignasi Miquel,6100.0,317200.0,28.0,D LC,Spain,Huesca
Mikel Rico,5900.0,306800.0,36.0,"DM, AM C",Spain,Huesca
Pablo Insua,5800.0,301600.0,27.0,D C,Spain,Huesca
Dani Escriche,5400.0,280800.0,23.0,AM LC,Spain,Huesca
Florian Miguel,5300.0,275600.0,24.0,D LC,France,Huesca
Enzo Lombardo,5300.0,275600.0,24.0,AM RLC,France,Huesca
Pedro Mosquera,4800.0,249600.0,33.0,DM,Spain,Huesca
Andrei Raţiu,4500.0,234000.0,23.0,D/WB/AM R,Romania,Huesca
Jorge Pulido,4100.0,213200.0,30.0,D C,Spain,Huesca
Juan Carlos,4100.0,213200.0,30.0,AM RC,Spain,Huesca
Joaquín,3100.0,161200.0,22.0,AM RL,Spain,Huesca
Kelechi Nwakali,3000.0,156000.0,23.0,AM C,Nigeria,Huesca
Miguel San Román,2900.0,150800.0,23.0,GK,Spain,Huesca
