Player Name,Weekly Wage,Yearly Salary,Age,Position,Nationality,Team
Luan Peres,28000.0,1456000.0,26.0,D LC,Brazil,Olympique de Marseille
Pol Lirola,27000.0,1404000.0,23.0,D/WB/M R,Spain,Olympique de Marseille
Leonardo Balerdi,25000.0,1300000.0,22.0,D C,Argentina,Olympique de Marseille
Pape Gueye,23000.0,1196000.0,22.0,DM,France,Olympique de Marseille
Luís Henrique,13000.0,676000.0,19.0,AM RL,Brazil,Olympique de Marseille
Konrad De la Fuente,13000.0,676000.0,19.0,AM RL,U.S.A.,Olympique de Marseille
Simon Ngapandouetnbu,2600.0,135200.0,18.0,GK,Cameroon,Olympique de Marseille
Aaron Kamardin,1500.0,78000.0,19.0,"D C, DM",France,Olympique de Marseille
Ugo Bertelli,1500.0,78000.0,17.0,M C,France,Olympique de Marseille
Franco Tongya,1300.0,67600.0,19.0,AM RC,Italy,Olympique de Marseille
Bamba Dieng,880.0,45760.0,21.0,ST,Senegal,Olympique de Marseille
Corentin Milhau,870.0,45240.0,21.0,GK,France,Olympique de Marseille
Clément Cordier,860.0,44720.0,19.0,DM,France,Olympique de Marseille
Daouda Guèye,850.0,44200.0,25.0,ST,Senegal,Olympique de Marseille
David Blaudet,840.0,43680.0,19.0,D C,France,Olympique de Marseille
Tom Moustier,720.0,37440.0,19.0,D C,France,Olympique de Marseille
Jérôme Boateng,82000.0,4264000.0,32.0,D C,Germany,Olympique Lyonnais
Anthony Lopes,65000.0,3380000.0,30.0,GK,Portugal,Olympique Lyonnais
Xherdan Shaqiri,65000.0,3380000.0,29.0,AM RLC,Switzerland,Olympique Lyonnais
Houssem Aouar,62000.0,3224000.0,23.0,AM LC,France,Olympique Lyonnais
Thiago Mendes,56000.0,2912000.0,29.0,DM,Brazil,Olympique Lyonnais
Jason Denayer,53000.0,2756000.0,26.0,D C,Belgium,Olympique Lyonnais
Moussa Dembélé,51000.0,2652000.0,24.0,ST,France,Olympique Lyonnais
Islam Slimani,50000.0,2600000.0,33.0,ST,Algeria,Olympique Lyonnais
Lucas Paquetá,49000.0,2548000.0,23.0,AM RC,Brazil,Olympique Lyonnais
Emerson,44000.0,2288000.0,27.0,D/WB RL,Italy,Olympique Lyonnais
Léo Dubois,39000.0,2028000.0,26.0,D/WB R,France,Olympique Lyonnais
Karl Toko Ekambi,39000.0,2028000.0,28.0,"AM RL, ST",Cameroon,Olympique Lyonnais
Marcelo,38000.0,1976000.0,34.0,D C,Brazil,Olympique Lyonnais
Jeff Reine-Adélaïde,30000.0,1560000.0,23.0,AM RLC,France,Olympique Lyonnais
Julian Pollersbeck,20000.0,1040000.0,26.0,GK,Germany,Olympique Lyonnais
Pape Cheikh Diop,17000.0,884000.0,23.0,DM,Senegal,Olympique Lyonnais
Tino Kadewere,17000.0,884000.0,25.0,"AM RC, F C",Zimbabwe,Olympique Lyonnais
Damien Da Silva,16000.0,832000.0,33.0,"D C, DM",France,Olympique Lyonnais
Maxence Caqueret,15000.0,780000.0,21.0,"DM, AM C",France,Olympique Lyonnais
Rayan Cherki,14000.0,728000.0,17.0,"AM RLC, F C",France,Olympique Lyonnais
Sinaly Diomandé,13000.0,676000.0,20.0,D C,Ivory Coast,Olympique Lyonnais
Lenny Pintor,8000.0,416000.0,20.0,"AM RL, ST",France,Olympique Lyonnais
Reo Griffiths,7700.0,400400.0,21.0,ST,England,Olympique Lyonnais
Henrique,7200.0,374400.0,27.0,D/WB L,Brazil,Olympique Lyonnais
Malo Gusto,1900.0,98800.0,18.0,"D/WB R, M C",France,Olympique Lyonnais
Malcolm Barcola,1900.0,98800.0,22.0,GK,Togo,Olympique Lyonnais
Florent Da Silva,900.0,46800.0,18.0,AM C,France,Olympique Lyonnais
Habib Keita,880.0,45760.0,19.0,AM C,Mali,Olympique Lyonnais
Castello Lukeba,870.0,45240.0,18.0,D C,France,Olympique Lyonnais
Ousseynou Ndiaye,690.0,35880.0,22.0,"DM, AM C",Senegal,Olympique Lyonnais
Lionel Messi,1000000.0,52000000.0,34.0,"AM RC, F C",Argentina,Paris Saint-Germain
Neymar,602000.0,31304000.0,29.0,"AM LC, F C",Brazil,Paris Saint-Germain
Kylian Mbappé,413000.0,21476000.0,22.0,"AM RL, ST",France,Paris Saint-Germain
Marco Verratti,236000.0,12272000.0,28.0,DM,Italy,Paris Saint-Germain
Marquinhos,236000.0,12272000.0,27.0,"D C, DM",Brazil,Paris Saint-Germain
Sergio Ramos,223000.0,11596000.0,35.0,D C,Spain,Paris Saint-Germain
Gianluigi Donnarumma,213000.0,11076000.0,22.0,GK,Italy,Paris Saint-Germain
Keylor Navas,197000.0,10244000.0,34.0,GK,Costa Rica,Paris Saint-Germain
Georginio Wijnaldum,180000.0,9360000.0,30.0,"DM, AM LC",Holland,Paris Saint-Germain
Achraf Hakimi,170000.0,8840000.0,22.0,D/WB/M R,Morocco,Paris Saint-Germain
Presnel Kimpembe,164000.0,8528000.0,25.0,D C,France,Paris Saint-Germain
Mauro Icardi,157000.0,8164000.0,28.0,ST,Argentina,Paris Saint-Germain
Leandro Paredes,148000.0,7696000.0,27.0,DM,Argentina,Paris Saint-Germain
Ángel Di María,138000.0,7176000.0,33.0,AM RLC,Argentina,Paris Saint-Germain
Juan Bernat,138000.0,7176000.0,28.0,D/WB/AM L,Spain,Paris Saint-Germain
Ander Herrera,128000.0,6656000.0,31.0,DM,Spain,Paris Saint-Germain
Idrissa Gueye,99000.0,5148000.0,31.0,DM,Senegal,Paris Saint-Germain
Abdou Diallo,92000.0,4784000.0,25.0,D LC,France,Paris Saint-Germain
Layvin Kurzawa,89000.0,4628000.0,28.0,D/WB L,France,Paris Saint-Germain
Thilo Kehrer,78000.0,4056000.0,24.0,"D RC, DM",Germany,Paris Saint-Germain
Danilo Pereira,76000.0,3952000.0,29.0,DM,Portugal,Paris Saint-Germain
Rafinha,67000.0,3484000.0,28.0,AM RC,Brazil,Paris Saint-Germain
Julian Draxler,59000.0,3068000.0,27.0,AM RLC,Germany,Paris Saint-Germain
Sergio Rico,41000.0,2132000.0,27.0,GK,Spain,Paris Saint-Germain
Colin Dagba,22000.0,1144000.0,22.0,D RL,France,Paris Saint-Germain
Nuno Mendes,8900.0,462800.0,19.0,D/WB L,Portugal,Paris Saint-Germain
Alexandre Letellier,7500.0,390000.0,30.0,GK,France,Paris Saint-Germain
Eric Junior Dina Ebimbe,5300.0,275600.0,20.0,AM RC,France,Paris Saint-Germain
Bandiougou Fadiga,1500.0,78000.0,20.0,M C,France,Paris Saint-Germain
Xavi Simons,800.0,41600.0,18.0,DM,Holland,Paris Saint-Germain
Séko Fofana,20000.0,1040000.0,26.0,DM,Ivory Coast,RC Lens
Gaël Kakuta,15000.0,780000.0,30.0,AM RLC,DR Congo,RC Lens
Arnaud Kalimuendo,13000.0,676000.0,19.0,ST,France,RC Lens
Kevin Danso,13000.0,676000.0,22.0,D C,Austria,RC Lens
Jean-Louis Leca,11000.0,572000.0,35.0,GK,France,RC Lens
Ignatius Ganago,11000.0,572000.0,22.0,ST,Cameroon,RC Lens
Deiver Machado,8400.0,436800.0,27.0,D/WB/M L,Colombia,RC Lens
Florian Sotoca,8300.0,431600.0,30.0,"AM R, ST",France,RC Lens
Jonathan Clauss,8100.0,421200.0,28.0,D/WB/AM R,France,RC Lens
Yannick Cahuzac,8000.0,416000.0,36.0,DM,France,RC Lens
Wesley Saïd,7000.0,364000.0,26.0,"AM L, ST",France,RC Lens
Cheick Doucouré,6400.0,332800.0,21.0,DM,Mali,RC Lens
Massadio Haïdara,5900.0,306800.0,28.0,D/WB L,Mali,RC Lens
Przemysław Frankowski,5800.0,301600.0,26.0,"AM RC, F C",Poland,RC Lens
Wuilker Fariñez,5400.0,280800.0,23.0,GK,Venezuela,RC Lens
Jonathan Gradit,5100.0,265200.0,28.0,D RC,France,RC Lens
Corentin Jean,4400.0,228800.0,25.0,"AM R, ST",France,RC Lens
Facundo Medina,4300.0,223600.0,22.0,D LC,Argentina,RC Lens
Samba Sow,3600.0,187200.0,32.0,DM,Mali,RC Lens
Charles Boli,3400.0,176800.0,22.0,"AM RLC, F C",France,RC Lens
David Pereira Da Costa,3400.0,176800.0,20.0,AM LC,Portugal,RC Lens
Jules Keita,2100.0,109200.0,22.0,AM RL,Guinea,RC Lens
Christopher Wooh,980.0,50960.0,19.0,D C,France,RC Lens
Anis Hadj Moussa,910.0,47320.0,19.0,AM RLC,France,RC Lens
Thibo Dupont,700.0,36400.0,19.0,ST,France,RC Lens
Ibrahima Baldé,680.0,35360.0,18.0,ST,France,RC Lens
Augustin Delbecque,650.0,33800.0,19.0,GK,France,RC Lens
Ayanda Sishuba,650.0,33800.0,16.0,AM C,Belgium,RC Lens
Adrien Louveau,650.0,33800.0,21.0,"D C, DM",France,RC Lens
Brayann Pereira,640.0,33280.0,18.0,D R,France,RC Lens
Frédéric Guilbert,27000.0,1404000.0,26.0,D/WB R,France,RC Strasbourg Alsace
Habib Diallo,19000.0,988000.0,26.0,ST,Senegal,RC Strasbourg Alsace
Kevin Gameiro,19000.0,988000.0,34.0,ST,France,RC Strasbourg Alsace
Alexander Djiku,17000.0,884000.0,26.0,"D C, DM",Ghana,RC Strasbourg Alsace
Matz Sels,17000.0,884000.0,29.0,GK,Belgium,RC Strasbourg Alsace
Jean-Eudes Aholou,16000.0,832000.0,27.0,DM,Ivory Coast,RC Strasbourg Alsace
Majeed Waris,15000.0,780000.0,29.0,"AM L, ST",Ghana,RC Strasbourg Alsace
Adrien Thomasson,15000.0,780000.0,27.0,M LC,France,RC Strasbourg Alsace
Ludovic Ajorque,14000.0,728000.0,27.0,ST,France,RC Strasbourg Alsace
Dimitri Liénard,12000.0,624000.0,33.0,AM LC,France,RC Strasbourg Alsace
Lebo Mothiba,12000.0,624000.0,25.0,ST,South Africa,RC Strasbourg Alsace
Sanjin Prcic,12000.0,624000.0,27.0,DM,Bosnia & Herzegovina,RC Strasbourg Alsace
Jean-Ricner Bellegarde,11000.0,572000.0,23.0,AM RC,France,RC Strasbourg Alsace
Anthony Caci,9500.0,494000.0,24.0,"D RLC, DM",France,RC Strasbourg Alsace
Gerzino Nyamsi,6200.0,322400.0,24.0,D RC,France,RC Strasbourg Alsace
Maxime Le Marchand,5900.0,306800.0,31.0,D LC,France,RC Strasbourg Alsace
Bingourou Kamara,4500.0,234000.0,24.0,GK,Senegal,RC Strasbourg Alsace
Eiji Kawashima,4300.0,223600.0,38.0,GK,Japan,RC Strasbourg Alsace
Ibrahima Sissoko,4100.0,213200.0,23.0,DM,France,RC Strasbourg Alsace
Karol Fila,3000.0,156000.0,23.0,D/WB/M R,Poland,RC Strasbourg Alsace
Lucas Perrin,1000.0,52000.0,22.0,"D C, DM",France,RC Strasbourg Alsace
Doel Bonsu,830.0,43160.0,19.0,D L,France,RC Strasbourg Alsace
Fredler Christophe,820.0,42640.0,19.0,AM RLC,Haiti,RC Strasbourg Alsace
Moïse Sahi,700.0,36400.0,19.0,ST,Mali,RC Strasbourg Alsace
Arthur Tirard-Collet,650.0,33800.0,16.0,GK,France,RC Strasbourg Alsace
Alexandre Pierre,650.0,33800.0,20.0,GK,Haiti,RC Strasbourg Alsace
Alexis Silva Ramos,650.0,33800.0,18.0,ST,France,RC Strasbourg Alsace
Alaa Bellaarouch,650.0,33800.0,19.0,GK,Morocco,RC Strasbourg Alsace
Benjamin Besic,640.0,33280.0,19.0,AM R,France,RC Strasbourg Alsace
Habib Diarra,580.0,30160.0,17.0,AM RC,France,RC Strasbourg Alsace
Ronaël Pierre-Gabriel,18000.0,936000.0,23.0,D/WB RL,France,Stade Brestois 29
Jere Uronen,15000.0,780000.0,26.0,D/WB L,Finland,Stade Brestois 29
Marco Bizot,11000.0,572000.0,30.0,GK,Holland,Stade Brestois 29
Romain Del Castillo,10000.0,520000.0,25.0,"AM RL, ST",France,Stade Brestois 29
Brendan Chardonnet,9500.0,494000.0,26.0,D C,France,Stade Brestois 29
Steve Mounié,7600.0,395200.0,26.0,ST,Benin,Stade Brestois 29
Franck Honorat,7300.0,379600.0,24.0,AM R,France,Stade Brestois 29
Dénys Bain,6400.0,332800.0,28.0,"D C, DM",France,Stade Brestois 29
Gautier Larsonneur,6200.0,322400.0,24.0,GK,France,Stade Brestois 29
Haris Belkebla,6200.0,322400.0,27.0,DM,Algeria,Stade Brestois 29
Jean-Kevin Duverne,6100.0,317200.0,24.0,D RC,France,Stade Brestois 29
Irvin Cardona,6100.0,317200.0,23.0,"AM RL, ST",France,Stade Brestois 29
Lucien Agoume,6000.0,312000.0,19.0,"DM, AM C",France,Stade Brestois 29
Christophe Hérelle,5400.0,280800.0,28.0,D RC,France,Stade Brestois 29
Julien Faussurier,5100.0,265200.0,34.0,D/WB/M R,France,Stade Brestois 29
Lilian Brassier,4000.0,208000.0,21.0,D LC,France,Stade Brestois 29
Romain Faivre,3700.0,192400.0,22.0,AM RLC,France,Stade Brestois 29
Hugo Magnetti,3200.0,166400.0,23.0,AM C,France,Stade Brestois 29
Youssouph Badji,2300.0,119600.0,19.0,ST,Senegal,Stade Brestois 29
Jérémy Le Douaron,1100.0,57200.0,23.0,"AM RL, ST",France,Stade Brestois 29
Hianga'a Mbock,830.0,43160.0,21.0,DM,France,Stade Brestois 29
Sébastien Cibois,770.0,40040.0,23.0,GK,France,Stade Brestois 29
Grégoire Coudert,740.0,38480.0,22.0,GK,France,Stade Brestois 29
Tom Flamanc,670.0,34840.0,19.0,D L,France,Stade Brestois 29
Aymeric Faurand-Tournaire,650.0,33800.0,17.0,GK,France,Stade Brestois 29
Axel Camblan,650.0,33800.0,18.0,"AM R, ST",France,Stade Brestois 29
Abdourahmane Thior,650.0,33800.0,19.0,M C,Senegal,Stade Brestois 29
Benjamin Le Foll,640.0,33280.0,17.0,ST,France,Stade Brestois 29
Brieg Le Bars,640.0,33280.0,19.0,D C,France,Stade Brestois 29
Djibril Konté,620.0,32240.0,18.0,AM RL,France,Stade Brestois 29
Arber Zeneli,14000.0,728000.0,26.0,AM RLC,Kosovo,Stade de Reims
Valon Berisha,13000.0,676000.0,28.0,AM LC,Kosovo,Stade de Reims
Yunis Abdelhamid,12000.0,624000.0,33.0,D C,Morocco,Stade de Reims
Predrag Rajković,11000.0,572000.0,25.0,GK,Serbia,Stade de Reims
Azor Matusiwa,9500.0,494000.0,23.0,"D/WB R, DM, M RC",Holland,Stade de Reims
Tasos Donis,9000.0,468000.0,24.0,"AM L, ST",Greece,Stade de Reims
Thomas Foket,9000.0,468000.0,26.0,D/WB/M R,Belgium,Stade de Reims
Wout Faes,8400.0,436800.0,23.0,"D C, DM",Belgium,Stade de Reims
Fraser Hornby,7300.0,379600.0,21.0,AM/F C,Scotland,Stade de Reims
Mathieu Cafaro,6900.0,358800.0,24.0,AM RC,France,Stade de Reims
Moreto Cassamá,6900.0,358800.0,23.0,AM C,Guinea-Bissau,Stade de Reims
Moussa Doumbia,6900.0,358800.0,26.0,AM LC,Mali,Stade de Reims
Ghislain Konan,6200.0,322400.0,25.0,D L,Ivory Coast,Stade de Reims
Nicolas Penneteau,5900.0,306800.0,40.0,GK,France,Stade de Reims
El Bilal Touré,4300.0,223600.0,19.0,ST,Mali,Stade de Reims
Ilan Kebbal,4100.0,213200.0,23.0,AM RC,Algeria,Stade de Reims
Mitchell van Bergen,3900.0,202800.0,21.0,AM R,Holland,Stade de Reims
Nathanaël Mbuku,3900.0,202800.0,19.0,AM RC,France,Stade de Reims
Marshall Munetsi,2900.0,150800.0,25.0,DM,Zimbabwe,Stade de Reims
Alexis Flips,2500.0,130000.0,21.0,AM R,France,Stade de Reims
Andreaw Gravillon,1500.0,78000.0,23.0,D C,Guadeloupe,Stade de Reims
Dion Lopy,990.0,51480.0,19.0,DM,Senegal,Stade de Reims
Hugo Ekitike,850.0,44200.0,19.0,"AM RL, ST",France,Stade de Reims
Ephraïm Tshibwabwa,820.0,42640.0,20.0,D L,Congo,Stade de Reims
Fahem Benaissa-Yahia,820.0,42640.0,19.0,ST,France,Stade de Reims
Ayoub Ben Amar,650.0,33800.0,19.0,ST,France,Stade de Reims
Yacine Aoujil,650.0,33800.0,19.0,AM R,France,Stade de Reims
Bourama Diarra,640.0,33280.0,21.0,D L,Mali,Stade de Reims
Bradley Locko,640.0,33280.0,19.0,D/WB L,France,Stade de Reims
Brayan Beaumont,640.0,33280.0,18.0,AM C,France,Stade de Reims
Benjamin Bourigeaud,31000.0,1612000.0,27.0,AM RC,France,Stade Rennais FC
Gaëtan Laborde,27000.0,1404000.0,27.0,"AM R, ST",France,Stade Rennais FC
Flavien Tait,26000.0,1352000.0,28.0,AM LC,France,Stade Rennais FC
Jonas Martin,24000.0,1248000.0,31.0,AM C,France,Stade Rennais FC
Birger Meling,23000.0,1196000.0,26.0,D/WB/M L,Norway,Stade Rennais FC
Lovro Majer,22000.0,1144000.0,23.0,AM C,Croatia,Stade Rennais FC
Loïc Badé,20000.0,1040000.0,21.0,D C,France,Stade Rennais FC
Martin Terrier,19000.0,988000.0,24.0,"AM RLC, F C",France,Stade Rennais FC
Serhou Guirassy,18000.0,936000.0,25.0,"AM L, ST",France,Stade Rennais FC
Alfred Gomis,17000.0,884000.0,27.0,GK,Senegal,Stade Rennais FC
Baptiste Santamaria,16000.0,832000.0,26.0,"DM, AM C",France,Stade Rennais FC
Hamari Traoré,13000.0,676000.0,29.0,D/WB R,Mali,Stade Rennais FC
Jérémy Doku,13000.0,676000.0,19.0,"AM RL, ST",Belgium,Stade Rennais FC
Jérémy Gélin,13000.0,676000.0,24.0,"D C, DM",France,Stade Rennais FC
Romain Salin,12000.0,624000.0,36.0,GK,France,Stade Rennais FC
Nayef Aguerd,8900.0,462800.0,25.0,D C,Morocco,Stade Rennais FC
Kamaldeen Sulemana,6000.0,312000.0,19.0,AM L,Ghana,Stade Rennais FC
Adrien Truffert,4500.0,234000.0,19.0,D/M L,France,Stade Rennais FC
Doğan Alemdar,2400.0,124800.0,18.0,GK,Turkey,Stade Rennais FC
Antoine Nugent,900.0,46800.0,19.0,M C,France,Stade Rennais FC
Metehan Güçlü,900.0,46800.0,22.0,ST,Turkey,Stade Rennais FC
Boubacar Diakhaby,890.0,46280.0,19.0,ST,France,Stade Rennais FC
Pépé Bonet,680.0,35360.0,18.0,GK,DR Congo,Stade Rennais FC
Andy Diouf,650.0,33800.0,18.0,AM C,France,Stade Rennais FC
Alan Do Marcolino,650.0,33800.0,19.0,ST,France,Stade Rennais FC
Dann-Faustin Banzuzi,620.0,32240.0,19.0,D C,France,Stade Rennais FC
Elias Damergy,610.0,31720.0,18.0,GK,Tunisia,Stade Rennais FC
Junior Kadile,560.0,29120.0,18.0,AM R,France,Stade Rennais FC
Kylian Gasnier,550.0,28600.0,19.0,AM R,France,Stade Rennais FC
Lorenz Assignon,540.0,28080.0,21.0,D R,France,Stade Rennais FC
